level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	9	1	1	0	20	1164	578	5	-1	
5	1	9	1	1	1	20	1164	578	5	95	 
2	1	10	0	0	0	20	1284	578	5	-1	
3	1	10	1	0	0	20	1284	578	5	-1	
4	1	10	1	1	0	20	1284	578	5	-1	
5	1	10	1	1	1	20	1284	578	5	95	 
2	1	11	0	0	0	20	1404	578	5	-1	
3	1	11	1	0	0	20	1404	578	5	-1	
4	1	11	1	1	0	20	1404	578	5	-1	
5	1	11	1	1	1	20	1404	578	5	95	 
2	1	12	0	0	0	20	1524	578	6	-1	
3	1	12	1	0	0	20	1524	578	6	-1	
4	1	12	1	1	0	20	1524	578	6	-1	
5	1	12	1	1	1	20	1524	578	6	95	 
2	1	13	0	0	0	20	1645	578	5	-1	
3	1	13	1	0	0	20	1645	578	5	-1	
4	1	13	1	1	0	20	1645	578	5	-1	
5	1	13	1	1	1	20	1645	578	5	95	 
2	1	14	0	0	0	20	1765	578	5	-1	
3	1	14	1	0	0	20	1765	578	5	-1	
4	1	14	1	1	0	20	1765	578	5	-1	
5	1	14	1	1	1	20	1765	578	5	95	 
2	1	15	0	0	0	20	1885	578	5	-1	
3	1	15	1	0	0	20	1885	578	5	-1	
4	1	15	1	1	0	20	1885	578	5	-1	
5	1	15	1	1	1	20	1885	578	5	95	 
2	1	16	0	0	0	20	2005	578	6	-1	
3	1	16	1	0	0	20	2005	578	6	-1	
4	1	16	1	1	0	20	2005	578	6	-1	
5	1	16	1	1	1	20	2005	578	6	95	 
2	1	17	0	0	0	20	2126	578	5	-1	
3	1	17	1	0	0	20	2126	578	5	-1	
4	1	17	1	1	0	20	2126	578	5	-1	
5	1	17	1	1	1	20	2126	578	5	95	 
2	1	18	0	0	0	35	338	554	1847	-1	
3	1	18	1	0	0	35	338	554	1847	-1	
4	1	18	1	1	0	39	338	550	24	-1	
5	1	18	1	1	1	39	338	49	23	96	Full
5	1	18	1	1	2	98	338	80	23	96	Serial
5	1	18	1	1	3	189	338	111	23	96	Number
5	1	18	1	1	4	482	339	107	23	96	Current
4	1	18	1	2	0	37	378	551	28	-1	
5	1	18	1	2	1	37	379	65	23	87	Year
5	1	18	1	2	2	147	379	71	23	87	Make
5	1	18	1	2	3	347	379	53	23	96	Moc
5	1	18	1	2	4	465	378	123	28	95	Principal
4	1	18	1	3	0	35	456	365	29	-1	
5	1	18	1	3	1	35	456	125	23	96	Customer
5	1	18	1	3	2	163	456	153	23	95	Collateral
5	1	18	1	3	3	325	456	75	29	95	Type:
4	1	18	1	4	0	45	525	355	23	-1	
5	1	18	1	4	1	45	525	66	23	80	2019
5	1	18	1	4	2	172	525	46	22	80	KIA
5	1	18	1	4	3	346	525	54	23	4	STII
4	1	18	1	5	0	38	596	550	27	-1	
5	1	18	1	5	1	38	596	202	23	91	3KPF34AD4KE
5	1	18	1	5	2	251	596	98	23	96	050419
5	1	18	1	5	3	456	596	132	27	96	22,005.00
4	1	18	1	6	0	45	646	355	23	-1	
5	1	18	1	6	1	45	646	66	23	82	2019
5	1	18	1	6	2	172	646	46	22	82	KIA
5	1	18	1	6	3	347	646	53	23	92	FOF
4	1	18	1	7	0	39	716	549	23	-1	
5	1	18	1	7	1	39	716	201	23	89	KNAE55LC3K6
5	1	18	1	7	2	251	716	98	23	96	050950
5	1	18	1	7	3	532	716	56	23	85	0.00
4	1	18	1	8	0	45	766	355	23	-1	
5	1	18	1	8	1	45	766	66	23	82	2019
5	1	18	1	8	2	172	766	46	22	82	KIA
5	1	18	1	8	3	346	766	54	23	71	STIt
4	1	18	1	9	0	39	836	549	27	-1	
5	1	18	1	9	1	39	836	200	23	82	KNAE15LA0K6
5	1	18	1	9	2	250	836	97	23	96	051113
5	1	18	1	9	3	457	836	131	27	95	35,666.00
4	1	18	1	10	0	45	886	355	23	-1	
5	1	18	1	10	1	45	886	66	23	82	2019
5	1	18	1	10	2	172	886	46	22	82	KIA
5	1	18	1	10	3	346	886	54	23	71	STIt
4	1	18	1	11	0	39	956	549	23	-1	
5	1	18	1	11	1	39	956	201	23	88	KNAE35LC5K6
5	1	18	1	11	2	251	956	98	23	96	051250
5	1	18	1	11	3	532	956	56	23	85	0.00
4	1	18	1	12	0	45	1006	355	23	-1	
5	1	18	1	12	1	45	1006	66	23	82	2019
5	1	18	1	12	2	172	1006	46	22	82	KIA
5	1	18	1	12	3	346	1006	54	23	71	STIt
4	1	18	1	13	0	39	1076	549	27	-1	
5	1	18	1	13	1	39	1076	201	23	85	KNAE35LCOK6
5	1	18	1	13	2	251	1076	98	23	95	051253
5	1	18	1	13	3	457	1076	131	27	96	38,900.00
4	1	18	1	14	0	45	1126	355	23	-1	
5	1	18	1	14	1	45	1126	66	23	82	2019
5	1	18	1	14	2	172	1126	46	22	82	KIA
5	1	18	1	14	3	346	1126	54	23	71	STIt
4	1	18	1	15	0	39	1197	549	27	-1	
5	1	18	1	15	1	39	1197	201	23	90	KNAE45LC1K6
5	1	18	1	15	2	251	1197	98	23	96	051405
5	1	18	1	15	3	456	1197	132	27	96	44,171.00
4	1	18	1	16	0	45	1247	355	23	-1	
5	1	18	1	16	1	45	1247	66	23	83	2019
5	1	18	1	16	2	172	1247	46	22	83	KIA
5	1	18	1	16	3	346	1247	54	23	0	STII
4	1	18	1	17	0	38	1317	550	27	-1	
5	1	18	1	17	1	38	1317	202	23	90	3KPF24AD6KE
5	1	18	1	17	2	251	1317	98	23	96	052420
5	1	18	1	17	3	459	1317	129	27	96	19,866.00
4	1	18	1	18	0	45	1367	355	23	-1	
5	1	18	1	18	1	45	1367	66	23	83	2019
5	1	18	1	18	2	172	1367	46	22	83	KIA
5	1	18	1	18	3	347	1367	53	23	88	FOF
4	1	18	1	19	0	38	1437	550	27	-1	
5	1	18	1	19	1	38	1437	202	23	89	3KPF24AD8KE
5	1	18	1	19	2	251	1437	98	23	96	054430
5	1	18	1	19	3	459	1437	129	27	95	19,593.00
4	1	18	1	20	0	45	1487	355	23	-1	
5	1	18	1	20	1	45	1487	66	23	83	2019
5	1	18	1	20	2	172	1487	46	22	83	KIA
5	1	18	1	20	3	347	1487	53	23	88	FOF
4	1	18	1	21	0	38	1557	550	27	-1	
5	1	18	1	21	1	38	1557	202	23	88	3KPF24AD2KE
5	1	18	1	21	2	251	1557	98	23	95	055248
5	1	18	1	21	3	459	1557	129	27	95	19,593.00
4	1	18	1	22	0	45	1607	355	23	-1	
5	1	18	1	22	1	45	1607	66	23	83	2019
5	1	18	1	22	2	172	1607	46	22	83	KIA
5	1	18	1	22	3	347	1607	53	23	88	FOF
4	1	18	1	23	0	38	1677	550	27	-1	
5	1	18	1	23	1	38	1677	202	23	85	3KPF24AD9KE
5	1	18	1	23	2	251	1677	98	23	96	056235
5	1	18	1	23	3	459	1677	129	27	96	19,774.00
4	1	18	1	24	0	45	1727	355	23	-1	
5	1	18	1	24	1	45	1727	66	23	83	2019
5	1	18	1	24	2	172	1727	46	22	83	KIA
5	1	18	1	24	3	347	1727	53	23	88	FOF
4	1	18	1	25	0	38	1798	550	27	-1	
5	1	18	1	25	1	38	1798	202	23	90	3KPF24AD6KE
5	1	18	1	25	2	251	1798	94	23	96	057021
5	1	18	1	25	3	459	1798	129	27	96	19,774.00
4	1	18	1	26	0	45	1848	355	23	-1	
5	1	18	1	26	1	45	1848	66	23	81	2019
5	1	18	1	26	2	172	1848	46	22	87	KIA
5	1	18	1	26	3	347	1848	53	23	89	FOF
4	1	18	1	27	0	38	1918	550	27	-1	
5	1	18	1	27	1	38	1918	202	23	91	3KPF24AD7KE
5	1	18	1	27	2	251	1918	98	23	96	057030
5	1	18	1	27	3	459	1918	129	27	96	19,774.00
4	1	18	1	28	0	45	1968	355	23	-1	
5	1	18	1	28	1	45	1968	66	23	81	2019
5	1	18	1	28	2	172	1968	46	22	87	KIA
5	1	18	1	28	3	347	1968	53	23	89	FOF
4	1	18	1	29	0	38	2038	550	27	-1	
5	1	18	1	29	1	38	2038	205	23	88	3KPF24ADXKE
5	1	18	1	29	2	255	2038	97	23	95	062660
5	1	18	1	29	3	459	2038	129	27	96	19,104.00
4	1	18	1	30	0	45	2088	355	23	-1	
5	1	18	1	30	1	45	2088	66	23	81	2019
5	1	18	1	30	2	172	2088	46	22	87	KIA
5	1	18	1	30	3	347	2088	53	23	89	FOF
4	1	18	1	31	0	38	2158	550	27	-1	
5	1	18	1	31	1	38	2158	202	23	90	3KPF24AD5KE
5	1	18	1	31	2	251	2158	97	23	94	062842
5	1	18	1	31	3	459	2158	129	27	95	18,222.00
2	1	19	0	0	0	45	2208	355	23	-1	
3	1	19	1	0	0	45	2208	355	23	-1	
4	1	19	1	1	0	45	2208	355	23	-1	
5	1	19	1	1	1	45	2208	66	23	96	2019
5	1	19	1	1	2	172	2208	46	22	96	KIA
5	1	19	1	1	3	347	2208	53	23	89	FOF
2	1	20	0	0	0	20	2246	578	5	-1	
3	1	20	1	0	0	20	2246	578	5	-1	
4	1	20	1	1	0	20	2246	578	5	-1	
5	1	20	1	1	1	20	2246	578	5	95	 
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	600	2350	-1	
2	1	1	0	0	0	66	0	534	88	-1	
3	1	1	1	0	0	66	0	534	88	-1	
4	1	1	1	1	0	66	0	534	88	-1	
5	1	1	1	1	1	66	6	229	64	94	CHASE
5	1	1	1	1	2	305	0	137	81	10	(er
5	1	1	1	1	3	444	9	156	79	0	inec
2	1	2	0	0	0	20	422	578	9	-1	
3	1	2	1	0	0	20	422	578	9	-1	
4	1	2	1	1	0	20	422	578	9	-1	
5	1	2	1	1	1	20	422	578	9	95	 
2	1	3	0	0	0	20	500	578	9	-1	
3	1	3	1	0	0	20	500	578	9	-1	
4	1	3	1	1	0	20	500	578	9	-1	
5	1	3	1	1	1	20	500	578	9	95	 
2	1	4	0	0	0	20	629	578	5	-1	
3	1	4	1	0	0	20	629	578	5	-1	
4	1	4	1	1	0	20	629	578	5	-1	
5	1	4	1	1	1	20	629	578	5	95	 
2	1	5	0	0	0	20	749	578	5	-1	
3	1	5	1	0	0	20	749	578	5	-1	
4	1	5	1	1	0	20	749	578	5	-1	
5	1	5	1	1	1	20	749	578	5	95	 
2	1	6	0	0	0	20	869	578	5	-1	
3	1	6	1	0	0	20	869	578	5	-1	
4	1	6	1	1	0	20	869	578	5	-1	
5	1	6	1	1	1	20	869	578	5	95	 
2	1	7	0	0	0	20	989	578	6	-1	
3	1	7	1	0	0	20	989	578	6	-1	
4	1	7	1	1	0	20	989	578	6	-1	
5	1	7	1	1	1	20	989	578	6	95	 
2	1	8	0	0	0	20	1110	578	5	-1	
3	1	8	1	0	0	20	1110	578	5	-1	
4	1	8	1	1	0	20	1110	578	5	-1	
5	1	8	1	1	1	20	1110	578	5	95	 
2	1	9	0	0	0	20	1230	578	5	-1	
3	1	9	1	0	0	20	1230	578	5	-1	
4	1	9	1	1	0	20	1230	578	5	-1	
5	1	9	1	1	1	20	1230	578	5	95	 
2	1	10	0	0	0	20	1350	578	5	-1	
3	1	10	1	0	0	20	1350	578	5	-1	
4	1	10	1	1	0	20	1350	578	5	-1	
5	1	10	1	1	1	20	1350	578	5	95	 
2	1	11	0	0	0	20	1470	578	6	-1	
3	1	11	1	0	0	20	1470	578	6	-1	
4	1	11	1	1	0	20	1470	578	6	-1	
5	1	11	1	1	1	20	1470	578	6	95	 
2	1	12	0	0	0	20	1591	578	5	-1	
3	1	12	1	0	0	20	1591	578	5	-1	
4	1	12	1	1	0	20	1591	578	5	-1	
5	1	12	1	1	1	20	1591	578	5	95	 
2	1	13	0	0	0	20	1711	578	5	-1	
3	1	13	1	0	0	20	1711	578	5	-1	
4	1	13	1	1	0	20	1711	578	5	-1	
5	1	13	1	1	1	20	1711	578	5	95	 
2	1	14	0	0	0	20	1831	578	5	-1	
3	1	14	1	0	0	20	1831	578	5	-1	
4	1	14	1	1	0	20	1831	578	5	-1	
5	1	14	1	1	1	20	1831	578	5	95	 
2	1	15	0	0	0	20	1951	578	5	-1	
3	1	15	1	0	0	20	1951	578	5	-1	
4	1	15	1	1	0	20	1951	578	5	-1	
5	1	15	1	1	1	20	1951	578	5	95	 
2	1	16	0	0	0	20	2071	578	6	-1	
3	1	16	1	0	0	20	2071	578	6	-1	
4	1	16	1	1	0	20	2071	578	6	-1	
5	1	16	1	1	1	20	2071	578	6	95	 
2	1	17	0	0	0	20	2192	578	5	-1	
3	1	17	1	0	0	20	2192	578	5	-1	
4	1	17	1	1	0	20	2192	578	5	-1	
5	1	17	1	1	1	20	2192	578	5	95	 
2	1	18	0	0	0	35	338	554	1913	-1	
3	1	18	1	0	0	35	338	554	1913	-1	
4	1	18	1	1	0	39	338	550	24	-1	
5	1	18	1	1	1	39	338	49	23	96	Full
5	1	18	1	1	2	98	338	80	23	96	Serial
5	1	18	1	1	3	189	338	111	23	96	Number
5	1	18	1	1	4	482	339	107	23	96	Current
4	1	18	1	2	0	37	378	551	28	-1	
5	1	18	1	2	1	37	379	65	23	87	Year
5	1	18	1	2	2	147	379	71	23	87	Make
5	1	18	1	2	3	347	379	53	23	96	Moc
5	1	18	1	2	4	465	378	123	28	95	Principal
4	1	18	1	3	0	35	456	365	29	-1	
5	1	18	1	3	1	35	456	125	23	96	Customer
5	1	18	1	3	2	163	456	153	23	95	Collateral
5	1	18	1	3	3	325	456	75	29	95	Type:
4	1	18	1	4	0	38	541	550	27	-1	
5	1	18	1	4	1	38	541	202	23	85	3KPF24AD9KE
5	1	18	1	4	2	251	541	98	23	95	069860
5	1	18	1	4	3	459	541	129	27	95	19,593.00
4	1	18	1	5	0	45	591	355	23	-1	
5	1	18	1	5	1	45	591	66	23	83	2019
5	1	18	1	5	2	172	591	46	22	83	KIA
5	1	18	1	5	3	347	591	53	23	88	FOF
4	1	18	1	6	0	39	662	549	27	-1	
5	1	18	1	6	1	39	662	204	23	91	KNDCB3LC9J5
5	1	18	1	6	2	255	662	96	23	96	176239
5	1	18	1	6	3	456	662	132	27	96	24,259.00
4	1	18	1	7	0	45	712	355	23	-1	
5	1	18	1	7	1	45	712	66	23	53	2018
5	1	18	1	7	2	172	712	46	22	53	KIA
5	1	18	1	7	3	347	712	53	23	22	NIR'
4	1	18	1	8	0	38	782	550	27	-1	
5	1	18	1	8	1	38	782	205	23	89	3KPA25ABXKE
5	1	18	1	8	2	257	782	91	23	96	179881
5	1	18	1	8	3	459	782	129	27	94	17,050.00
4	1	18	1	9	0	45	832	353	23	-1	
5	1	18	1	9	1	45	832	66	23	81	2019
5	1	18	1	9	2	172	832	46	22	87	KIA
5	1	18	1	9	3	347	832	51	23	95	RIO
4	1	18	1	10	0	38	902	550	23	-1	
5	1	18	1	10	1	38	902	192	23	89	3KPFL4A87JE
5	1	18	1	10	2	243	902	96	23	96	191695
5	1	18	1	10	3	532	902	56	23	95	0.00
4	1	18	1	11	0	45	952	355	23	-1	
5	1	18	1	11	1	45	952	66	23	53	2018
5	1	18	1	11	2	172	952	46	22	53	KIA
5	1	18	1	11	3	347	952	53	23	89	FOF
4	1	18	1	12	0	39	1022	549	27	-1	
5	1	18	1	12	1	39	1022	209	23	61	KNDCE3LC6K5
5	1	18	1	12	2	257	1022	99	23	96	216009
5	1	18	1	12	3	457	1022	131	27	96	32,469.00
4	1	18	1	13	0	45	1072	355	23	-1	
5	1	18	1	13	1	45	1072	66	23	81	2019
5	1	18	1	13	2	172	1072	46	22	87	KIA
5	1	18	1	13	3	347	1072	53	23	22	NIR'
4	1	18	1	14	0	39	1142	549	27	-1	
5	1	18	1	14	1	39	1142	211	23	89	KNDCC3LC2K5
5	1	18	1	14	2	258	1142	99	23	96	223495
5	1	18	1	14	3	456	1142	132	27	96	29,101.00
4	1	18	1	15	0	45	1192	355	23	-1	
5	1	18	1	15	1	45	1192	66	23	81	2019
5	1	18	1	15	2	172	1192	46	22	87	KIA
5	1	18	1	15	3	347	1192	53	23	22	NIR'
4	1	18	1	16	0	39	1263	549	27	-1	
5	1	18	1	16	1	39	1263	211	23	90	KNDCC3LC1K5
5	1	18	1	16	2	258	1263	99	23	93	223519
5	1	18	1	16	3	456	1263	132	27	96	29,101.00
4	1	18	1	17	0	45	1313	355	23	-1	
5	1	18	1	17	1	45	1313	66	23	84	2019
5	1	18	1	17	2	172	1313	46	22	84	KIA
5	1	18	1	17	3	347	1313	53	23	20	NIR'
4	1	18	1	18	0	39	1383	549	27	-1	
5	1	18	1	18	1	39	1383	211	23	90	KNDCC3LC1K5
5	1	18	1	18	2	258	1383	98	23	96	226954
5	1	18	1	18	3	456	1383	132	27	96	27,167.00
4	1	18	1	19	0	45	1433	355	23	-1	
5	1	18	1	19	1	45	1433	66	23	84	2019
5	1	18	1	19	2	172	1433	46	22	84	KIA
5	1	18	1	19	3	347	1433	53	23	20	NIR'
4	1	18	1	20	0	38	1503	550	23	-1	
5	1	18	1	20	1	38	1503	199	23	73	5XXGT4L36JG
5	1	18	1	20	2	247	1503	99	23	96	229883
5	1	18	1	20	3	532	1503	56	23	94	0.00
4	1	18	1	21	0	45	1553	355	23	-1	
5	1	18	1	21	1	45	1553	66	23	73	2018
5	1	18	1	21	2	172	1553	46	22	73	KIA
5	1	18	1	21	3	346	1553	54	23	95	OPT
4	1	18	1	22	0	38	1623	550	23	-1	
5	1	18	1	22	1	38	1623	192	23	89	3KPFL4A79JE
5	1	18	1	22	2	240	1623	98	23	96	231816
5	1	18	1	22	3	532	1623	56	23	96	0.00
4	1	18	1	23	0	45	1673	355	23	-1	
5	1	18	1	23	1	45	1673	66	23	73	2018
5	1	18	1	23	2	172	1673	46	22	73	KIA
5	1	18	1	23	3	347	1673	53	23	88	FOF
4	1	18	1	24	0	38	1743	550	27	-1	
5	1	18	1	24	1	38	1743	206	23	56	5XXGU4L3XJG
5	1	18	1	24	2	254	1743	97	23	96	234372
5	1	18	1	24	3	456	1743	132	27	96	25,854.00
4	1	18	1	25	0	45	1793	355	23	-1	
5	1	18	1	25	1	45	1793	66	23	73	2018
5	1	18	1	25	2	172	1793	46	22	73	KIA
5	1	18	1	25	3	346	1793	54	23	95	OPT
4	1	18	1	26	0	39	1864	549	27	-1	
5	1	18	1	26	1	39	1864	209	23	81	KNDCB3LC6K5
5	1	18	1	26	2	257	1864	98	23	96	236866
5	1	18	1	26	3	456	1864	132	27	96	24,858.00
4	1	18	1	27	0	45	1914	355	23	-1	
5	1	18	1	27	1	45	1914	66	23	82	2019
5	1	18	1	27	2	172	1914	46	22	83	KIA
5	1	18	1	27	3	347	1914	53	23	8	NIR'
4	1	18	1	28	0	39	1984	549	27	-1	
5	1	18	1	28	1	39	1984	209	23	84	KNDCB3LCOK5
5	1	18	1	28	2	257	1984	99	23	95	237303
5	1	18	1	28	3	456	1984	132	27	96	24,858.00
4	1	18	1	29	0	45	2034	355	23	-1	
5	1	18	1	29	1	45	2034	66	23	82	2019
5	1	18	1	29	2	172	2034	46	22	83	KIA
5	1	18	1	29	3	347	2034	53	23	8	NIR'
4	1	18	1	30	0	39	2104	549	27	-1	
5	1	18	1	30	1	39	2104	209	23	92	KNDCB3LC4K5
5	1	18	1	30	2	257	2104	99	23	96	239748
5	1	18	1	30	3	456	2104	132	27	96	24,858.00
4	1	18	1	31	0	45	2154	355	23	-1	
5	1	18	1	31	1	45	2154	66	23	82	2019
5	1	18	1	31	2	172	2154	46	22	83	KIA
5	1	18	1	31	3	347	2154	53	23	8	NIR'
4	1	18	1	32	0	38	2224	550	27	-1	
5	1	18	1	32	1	38	2224	203	23	62	5XXGU4L36JG
5	1	18	1	32	2	250	2224	98	23	95	244686
5	1	18	1	32	3	456	2224	132	27	96	25,475.00
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	600	2350	-1	
2	1	1	0	0	0	66	0	534	88	-1	
3	1	1	1	0	0	66	0	534	88	-1	
4	1	1	1	1	0	66	0	534	88	-1	
5	1	1	1	1	1	66	6	229	64	94	CHASE
5	1	1	1	1	2	305	0	137	81	10	(er
5	1	1	1	1	3	444	9	156	79	0	inec
2	1	2	0	0	0	20	422	579	9	-1	
3	1	2	1	0	0	20	422	579	9	-1	
4	1	2	1	1	0	20	422	579	9	-1	
5	1	2	1	1	1	20	422	579	9	95	 
2	1	3	0	0	0	20	500	578	9	-1	
3	1	3	1	0	0	20	500	578	9	-1	
4	1	3	1	1	0	20	500	578	9	-1	
5	1	3	1	1	1	20	500	578	9	95	 
2	1	4	0	0	0	20	563	578	5	-1	
3	1	4	1	0	0	20	563	578	5	-1	
4	1	4	1	1	0	20	563	578	5	-1	
5	1	4	1	1	1	20	563	578	5	95	 
2	1	5	0	0	0	20	683	578	5	-1	
3	1	5	1	0	0	20	683	578	5	-1	
4	1	5	1	1	0	20	683	578	5	-1	
5	1	5	1	1	1	20	683	578	5	95	 
2	1	6	0	0	0	20	803	578	5	-1	
3	1	6	1	0	0	20	803	578	5	-1	
4	1	6	1	1	0	20	803	578	5	-1	
5	1	6	1	1	1	20	803	578	5	95	 
2	1	7	0	0	0	20	923	578	6	-1	
3	1	7	1	0	0	20	923	578	6	-1	
4	1	7	1	1	0	20	923	578	6	-1	
5	1	7	1	1	1	20	923	578	6	95	 
2	1	8	0	0	0	20	1044	578	5	-1	
3	1	8	1	0	0	20	1044	578	5	-1	
4	1	8	1	1	0	20	1044	578	5	-1	
5	1	8	1	1	1	20	1044	578	5	95	 
2	1	9	0	0	0	20	1164	578	5	-1	
3	1	9	1	0	0	20	1164	578	5	-1	
4	1	9	1	1	0	20	1164	578	5	-1	
5	1	9	1	1	1	20	1164	578	5	95	 
2	1	10	0	0	0	20	1284	578	5	-1	
3	1	10	1	0	0	20	1284	578	5	-1	
4	1	10	1	1	0	20	1284	578	5	-1	
5	1	10	1	1	1	20	1284	578	5	95	 
2	1	11	0	0	0	20	1404	578	5	-1	
3	1	11	1	0	0	20	1404	578	5	-1	
4	1	11	1	1	0	20	1404	578	5	-1	
5	1	11	1	1	1	20	1404	578	5	95	 
2	1	12	0	0	0	20	1524	578	6	-1	
3	1	12	1	0	0	20	1524	578	6	-1	
4	1	12	1	1	0	20	1524	578	6	-1	
5	1	12	1	1	1	20	1524	578	6	95	 
2	1	13	0	0	0	20	1645	578	5	-1	
3	1	13	1	0	0	20	1645	578	5	-1	
4	1	13	1	1	0	20	1645	578	5	-1	
5	1	13	1	1	1	20	1645	578	5	95	 
2	1	14	0	0	0	20	1765	578	5	-1	
3	1	14	1	0	0	20	1765	578	5	-1	
4	1	14	1	1	0	20	1765	578	5	-1	
5	1	14	1	1	1	20	1765	578	5	95	 
2	1	15	0	0	0	20	1885	578	5	-1	
3	1	15	1	0	0	20	1885	578	5	-1	
4	1	15	1	1	0	20	1885	578	5	-1	
5	1	15	1	1	1	20	1885	578	5	95	 
2	1	16	0	0	0	20	2005	578	6	-1	
3	1	16	1	0	0	20	2005	578	6	-1	
4	1	16	1	1	0	20	2005	578	6	-1	
5	1	16	1	1	1	20	2005	578	6	95	 
2	1	17	0	0	0	20	2126	578	5	-1	
3	1	17	1	0	0	20	2126	578	5	-1	
4	1	17	1	1	0	20	2126	578	5	-1	
5	1	17	1	1	1	20	2126	578	5	95	 
2	1	18	0	0	0	35	338	554	1847	-1	
3	1	18	1	0	0	35	338	554	1847	-1	
4	1	18	1	1	0	39	338	550	24	-1	
5	1	18	1	1	1	39	338	49	23	96	Full
5	1	18	1	1	2	98	338	80	23	96	Serial
5	1	18	1	1	3	189	338	111	23	96	Number
5	1	18	1	1	4	482	339	107	23	96	Current
4	1	18	1	2	0	37	378	551	28	-1	
5	1	18	1	2	1	37	379	65	23	87	Year
5	1	18	1	2	2	147	379	71	23	87	Make
5	1	18	1	2	3	347	379	53	23	96	Moc
5	1	18	1	2	4	465	378	123	28	95	Principal
4	1	18	1	3	0	35	456	365	29	-1	
5	1	18	1	3	1	35	456	125	23	96	Customer
5	1	18	1	3	2	163	456	153	23	95	Collateral
5	1	18	1	3	3	325	456	75	29	95	Type:
4	1	18	1	4	0	45	525	355	23	-1	
5	1	18	1	4	1	45	525	66	23	74	2018
5	1	18	1	4	2	172	525	46	22	74	KIA
5	1	18	1	4	3	346	525	54	23	94	OPT
4	1	18	1	5	0	38	596	550	23	-1	
5	1	18	1	5	1	38	596	199	23	59	5XXGT4L36JG
5	1	18	1	5	2	247	596	99	23	95	245453
5	1	18	1	5	3	532	596	56	23	96	0.00
4	1	18	1	6	0	45	646	355	23	-1	
5	1	18	1	6	1	45	646	66	23	68	2018
5	1	18	1	6	2	172	646	46	22	68	KIA
5	1	18	1	6	3	346	646	54	23	94	OPT
4	1	18	1	7	0	38	716	550	23	-1	
5	1	18	1	7	1	38	716	203	23	83	5XXGU4L30JG
5	1	18	1	7	2	250	716	99	23	96	245820
5	1	18	1	7	3	532	716	56	23	96	0.00
4	1	18	1	8	0	45	766	355	23	-1	
5	1	18	1	8	1	45	766	66	23	68	2018
5	1	18	1	8	2	172	766	46	22	68	KIA
5	1	18	1	8	3	346	766	54	23	94	OPT
4	1	18	1	9	0	38	836	550	27	-1	
5	1	18	1	9	1	38	836	203	23	71	5XXGU4L33JG
5	1	18	1	9	2	250	836	95	23	95	245861
5	1	18	1	9	3	456	836	132	27	96	25,843.00
4	1	18	1	10	0	45	886	355	23	-1	
5	1	18	1	10	1	45	886	66	23	68	2018
5	1	18	1	10	2	172	886	46	22	68	KIA
5	1	18	1	10	3	346	886	54	23	94	OPT
4	1	18	1	11	0	38	956	550	27	-1	
5	1	18	1	11	1	38	956	203	23	23	5XXGU4L30JG
5	1	18	1	11	2	250	956	98	23	96	246692
5	1	18	1	11	3	456	956	132	27	96	27,962.00
4	1	18	1	12	0	45	1006	355	23	-1	
5	1	18	1	12	1	45	1006	66	23	68	2018
5	1	18	1	12	2	172	1006	46	22	68	KIA
5	1	18	1	12	3	346	1006	54	23	94	OPT
4	1	18	1	13	0	38	1076	550	27	-1	
5	1	18	1	13	1	38	1076	203	23	85	5XXGU4L36JG
5	1	18	1	13	2	250	1076	99	23	95	246907
5	1	18	1	13	3	456	1076	132	27	96	27,962.00
4	1	18	1	14	0	45	1126	355	23	-1	
5	1	18	1	14	1	45	1126	66	23	68	2018
5	1	18	1	14	2	172	1126	46	22	68	KIA
5	1	18	1	14	3	346	1126	54	23	94	OPT
4	1	18	1	15	0	38	1197	550	27	-1	
5	1	18	1	15	1	38	1197	206	23	62	5XXGU4L3XJG
5	1	18	1	15	2	254	1197	98	23	96	247140
5	1	18	1	15	3	456	1197	132	27	96	27,595.00
4	1	18	1	16	0	45	1247	355	23	-1	
5	1	18	1	16	1	45	1247	66	23	76	2018
5	1	18	1	16	2	172	1247	46	22	76	KIA
5	1	18	1	16	3	346	1247	54	23	94	OPT
4	1	18	1	17	0	38	1317	550	27	-1	
5	1	18	1	17	1	38	1317	203	23	33	5XXGU4L36JG
5	1	18	1	17	2	250	1317	98	23	95	248494
5	1	18	1	17	3	456	1317	132	27	96	25,475.00
4	1	18	1	18	0	45	1367	355	23	-1	
5	1	18	1	18	1	45	1367	66	23	76	2018
5	1	18	1	18	2	172	1367	46	22	76	KIA
5	1	18	1	18	3	346	1367	54	23	94	OPT
4	1	18	1	19	0	38	1437	550	23	-1	
5	1	18	1	19	1	38	1437	192	23	90	3KPFL4A76JE
5	1	18	1	19	2	240	1437	98	23	95	248606
5	1	18	1	19	3	532	1437	56	23	85	0.00
4	1	18	1	20	0	45	1487	355	23	-1	
5	1	18	1	20	1	45	1487	66	23	76	2018
5	1	18	1	20	2	172	1487	46	22	76	KIA
5	1	18	1	20	3	347	1487	53	23	88	FOF
4	1	18	1	21	0	38	1557	550	27	-1	
5	1	18	1	21	1	38	1557	203	23	80	5XXGU4L30JG
